MittausID;Pvm;Vuosi;Kuukausi;Tunti;Viikonpäivä;PP_1;PP_2;PP_YHT
621;02.01.2017;2017;01;00;Maanantai;0;0;0
621;02.01.2017;2017;01;01;Maanantai;0;0;0
621;02.01.2017;2017;01;02;Maanantai;0;0;0
621;02.01.2017;2017;01;03;Maanantai;0;0;0
621;02.01.2017;2017;01;04;Maanantai;0;0;0
621;02.01.2017;2017;01;05;Maanantai;0;0;0
621;02.01.2017;2017;01;06;Maanantai;0;0;0
621;02.01.2017;2017;01;07;Maanantai;0;0;0
621;02.01.2017;2017;01;08;Maanantai;0;0;0
621;02.01.2017;2017;01;09;Maanantai;0;0;0
621;02.01.2017;2017;01;10;Maanantai;0;0;0
621;02.01.2017;2017;01;11;Maanantai;0;0;0
621;02.01.2017;2017;01;12;Maanantai;0;1;1
621;02.01.2017;2017;01;13;Maanantai;2;0;2
621;02.01.2017;2017;01;14;Maanantai;1;1;2
621;02.01.2017;2017;01;15;Maanantai;0;0;0
621;02.01.2017;2017;01;16;Maanantai;3;2;5
621;02.01.2017;2017;01;17;Maanantai;0;1;1
621;02.01.2017;2017;01;18;Maanantai;2;0;2
621;02.01.2017;2017;01;19;Maanantai;0;1;1
621;02.01.2017;2017;01;20;Maanantai;1;2;3
621;02.01.2017;2017;01;21;Maanantai;2;1;3
621;02.01.2017;2017;01;22;Maanantai;0;2;2
621;02.01.2017;2017;01;23;Maanantai;0;0;0
621;03.01.2017;2017;01;00;Tiistai;0;0;0
621;03.01.2017;2017;01;01;Tiistai;0;0;0
621;03.01.2017;2017;01;02;Tiistai;0;0;0
621;03.01.2017;2017;01;03;Tiistai;0;0;0
621;03.01.2017;2017;01;04;Tiistai;0;0;0
621;03.01.2017;2017;01;05;Tiistai;0;0;0
621;03.01.2017;2017;01;06;Tiistai;0;0;0
621;03.01.2017;2017;01;07;Tiistai;0;0;0
621;03.01.2017;2017;01;08;Tiistai;0;0;0
621;03.01.2017;2017;01;09;Tiistai;1;0;1
621;03.01.2017;2017;01;10;Tiistai;0;0;0
621;03.01.2017;2017;01;11;Tiistai;0;0;0
621;03.01.2017;2017;01;12;Tiistai;0;0;0
621;03.01.2017;2017;01;13;Tiistai;1;2;3
621;03.01.2017;2017;01;14;Tiistai;0;0;0
621;03.01.2017;2017;01;15;Tiistai;0;0;0
621;03.01.2017;2017;01;16;Tiistai;1;0;1
621;03.01.2017;2017;01;17;Tiistai;1;0;1
621;03.01.2017;2017;01;18;Tiistai;1;2;3
621;03.01.2017;2017;01;19;Tiistai;1;0;1
621;03.01.2017;2017;01;20;Tiistai;0;0;0
621;03.01.2017;2017;01;21;Tiistai;0;0;0
621;03.01.2017;2017;01;22;Tiistai;0;0;0
621;03.01.2017;2017;01;23;Tiistai;0;0;0
621;04.01.2017;2017;01;00;Keskiviikko;0;0;0
621;04.01.2017;2017;01;01;Keskiviikko;0;0;0
621;04.01.2017;2017;01;02;Keskiviikko;0;0;0
621;04.01.2017;2017;01;03;Keskiviikko;0;0;0
621;04.01.2017;2017;01;04;Keskiviikko;0;0;0
621;04.01.2017;2017;01;05;Keskiviikko;0;0;0
621;04.01.2017;2017;01;06;Keskiviikko;0;0;0
621;04.01.2017;2017;01;07;Keskiviikko;0;0;0
621;04.01.2017;2017;01;08;Keskiviikko;0;0;0
621;04.01.2017;2017;01;09;Keskiviikko;0;0;0
621;04.01.2017;2017;01;10;Keskiviikko;0;0;0
621;04.01.2017;2017;01;11;Keskiviikko;0;0;0
621;04.01.2017;2017;01;12;Keskiviikko;0;0;0
621;04.01.2017;2017;01;13;Keskiviikko;0;0;0
621;04.01.2017;2017;01;14;Keskiviikko;0;0;0
621;04.01.2017;2017;01;15;Keskiviikko;0;0;0
621;04.01.2017;2017;01;16;Keskiviikko;0;0;0
621;04.01.2017;2017;01;17;Keskiviikko;0;0;0
621;04.01.2017;2017;01;18;Keskiviikko;0;0;0
621;04.01.2017;2017;01;19;Keskiviikko;0;0;0
621;04.01.2017;2017;01;20;Keskiviikko;1;0;1
621;04.01.2017;2017;01;21;Keskiviikko;1;1;2
