MittausID;Pvm;Vuosi;Kuukausi;Tunti;Viikonpäivä;PP_1;PP_2;PP_YHT;JK_1;JK_2;JK_YHT
110;03.11.2014;2014;11;00;Maanantai;0;0;0;0;0;0
110;03.11.2014;2014;11;01;Maanantai;0;0;0;0;0;0
110;03.11.2014;2014;11;02;Maanantai;0;0;0;0;0;0
110;03.11.2014;2014;11;03;Maanantai;0;0;0;0;0;0
110;03.11.2014;2014;11;04;Maanantai;0;0;0;0;0;0
110;03.11.2014;2014;11;05;Maanantai;0;0;0;0;0;0
110;03.11.2014;2014;11;06;Maanantai;0;0;0;0;0;0
110;03.11.2014;2014;11;07;Maanantai;0;0;0;0;0;0
110;03.11.2014;2014;11;08;Maanantai;5;3;8;2;2;4
110;03.11.2014;2014;11;09;Maanantai;3;0;3;1;1;2
110;03.11.2014;2014;11;10;Maanantai;2;1;3;0;0;0
110;03.11.2014;2014;11;11;Maanantai;1;2;3;0;0;0
110;03.11.2014;2014;11;12;Maanantai;0;1;1;0;0;0
110;03.11.2014;2014;11;13;Maanantai;2;1;3;1;0;1
110;03.11.2014;2014;11;14;Maanantai;4;2;6;2;0;2
110;03.11.2014;2014;11;15;Maanantai;3;2;5;0;1;1
110;03.11.2014;2014;11;16;Maanantai;4;11;15;5;5;10
110;03.11.2014;2014;11;17;Maanantai;2;3;5;3;4;7
110;03.11.2014;2014;11;18;Maanantai;2;3;5;2;2;4
110;03.11.2014;2014;11;19;Maanantai;2;1;3;1;2;3
110;03.11.2014;2014;11;20;Maanantai;1;2;3;1;0;1
110;03.11.2014;2014;11;21;Maanantai;2;1;3;1;1;2
110;03.11.2014;2014;11;22;Maanantai;1;0;1;0;0;0
110;03.11.2014;2014;11;23;Maanantai;0;0;0;0;0;0
110;04.11.2014;2014;11;00;Tiistai;0;0;0;0;0;0
110;04.11.2014;2014;11;01;Tiistai;0;0;0;0;0;0
110;04.11.2014;2014;11;02;Tiistai;0;0;0;0;0;0
110;04.11.2014;2014;11;03;Tiistai;0;0;0;0;0;0
110;04.11.2014;2014;11;04;Tiistai;0;0;0;0;0;0
110;04.11.2014;2014;11;05;Tiistai;2;0;2;0;0;0
110;04.11.2014;2014;11;06;Tiistai;7;4;11;2;2;4
110;04.11.2014;2014;11;07;Tiistai;12;5;17;1;4;5
110;04.11.2014;2014;11;08;Tiistai;6;0;6;2;2;4
110;04.11.2014;2014;11;09;Tiistai;4;4;8;0;2;2
110;04.11.2014;2014;11;10;Tiistai;3;5;8;3;0;3
110;04.11.2014;2014;11;11;Tiistai;5;2;7;1;2;3
110;04.11.2014;2014;11;12;Tiistai;3;3;6;1;1;2
110;04.11.2014;2014;11;13;Tiistai;1;3;4;3;0;3
110;04.11.2014;2014;11;14;Tiistai;5;6;11;1;6;7
110;04.11.2014;2014;11;15;Tiistai;7;6;13;3;1;4
110;04.11.2014;2014;11;16;Tiistai;5;12;17;3;5;8
110;04.11.2014;2014;11;17;Tiistai;2;11;13;3;1;4
110;04.11.2014;2014;11;18;Tiistai;1;1;2;3;0;3
110;04.11.2014;2014;11;19;Tiistai;1;3;4;1;3;4
110;04.11.2014;2014;11;20;Tiistai;0;1;1;2;5;7
110;04.11.2014;2014;11;21;Tiistai;0;0;0;2;1;3
110;04.11.2014;2014;11;22;Tiistai;0;0;0;0;1;1
110;04.11.2014;2014;11;23;Tiistai;0;0;0;0;0;0
110;05.11.2014;2014;11;00;Keskiviikko;0;0;0;0;0;0
110;05.11.2014;2014;11;01;Keskiviikko;0;0;0;0;0;0
