MittausID;Pvm;Vuosi;Kuukausi;Tunti;Viikonpäivä;PP_1;PP_2;PP_YHT
625;02.01.2017;2017;01;00;Maanantai;1;1;2
625;02.01.2017;2017;01;01;Maanantai;0;0;0
625;02.01.2017;2017;01;02;Maanantai;0;0;0
625;02.01.2017;2017;01;03;Maanantai;0;0;0
625;02.01.2017;2017;01;04;Maanantai;0;0;0
625;02.01.2017;2017;01;05;Maanantai;0;0;0
625;02.01.2017;2017;01;06;Maanantai;1;1;2
625;02.01.2017;2017;01;07;Maanantai;3;3;6
625;02.01.2017;2017;01;08;Maanantai;9;9;18
625;02.01.2017;2017;01;09;Maanantai;6;6;12
625;02.01.2017;2017;01;10;Maanantai;4;4;8
625;02.01.2017;2017;01;11;Maanantai;3;0;3
625;02.01.2017;2017;01;12;Maanantai;1;2;3
625;02.01.2017;2017;01;13;Maanantai;2;5;7
625;02.01.2017;2017;01;14;Maanantai;4;4;8
625;02.01.2017;2017;01;15;Maanantai;3;4;7
625;02.01.2017;2017;01;16;Maanantai;5;9;14
625;02.01.2017;2017;01;17;Maanantai;7;14;21
625;02.01.2017;2017;01;18;Maanantai;5;6;11
625;02.01.2017;2017;01;19;Maanantai;2;4;6
625;02.01.2017;2017;01;20;Maanantai;4;2;6
625;02.01.2017;2017;01;21;Maanantai;4;1;5
625;02.01.2017;2017;01;22;Maanantai;3;3;6
625;02.01.2017;2017;01;23;Maanantai;1;0;1
625;03.01.2017;2017;01;00;Tiistai;1;0;1
625;03.01.2017;2017;01;01;Tiistai;0;0;0
625;03.01.2017;2017;01;02;Tiistai;0;0;0
625;03.01.2017;2017;01;03;Tiistai;0;0;0
625;03.01.2017;2017;01;04;Tiistai;0;0;0
625;03.01.2017;2017;01;05;Tiistai;0;0;0
625;03.01.2017;2017;01;06;Tiistai;1;1;2
625;03.01.2017;2017;01;07;Tiistai;3;5;8
625;03.01.2017;2017;01;08;Tiistai;10;6;16
625;03.01.2017;2017;01;09;Tiistai;7;5;12
625;03.01.2017;2017;01;10;Tiistai;2;2;4
625;03.01.2017;2017;01;11;Tiistai;2;2;4
625;03.01.2017;2017;01;12;Tiistai;0;5;5
625;03.01.2017;2017;01;13;Tiistai;8;5;13
625;03.01.2017;2017;01;14;Tiistai;2;3;5
625;03.01.2017;2017;01;15;Tiistai;3;6;9
625;03.01.2017;2017;01;16;Tiistai;2;4;6
625;03.01.2017;2017;01;17;Tiistai;5;9;14
625;03.01.2017;2017;01;18;Tiistai;2;4;6
625;03.01.2017;2017;01;19;Tiistai;2;7;9
625;03.01.2017;2017;01;20;Tiistai;0;1;1
625;03.01.2017;2017;01;21;Tiistai;2;0;2
625;03.01.2017;2017;01;22;Tiistai;1;2;3
625;03.01.2017;2017;01;23;Tiistai;2;0;2
625;04.01.2017;2017;01;00;Keskiviikko;0;0;0
625;04.01.2017;2017;01;01;Keskiviikko;0;0;0
625;04.01.2017;2017;01;02;Keskiviikko;0;0;0
625;04.01.2017;2017;01;03;Keskiviikko;0;0;0
625;04.01.2017;2017;01;04;Keskiviikko;0;0;0
625;04.01.2017;2017;01;05;Keskiviikko;0;0;0
625;04.01.2017;2017;01;06;Keskiviikko;0;1;1
625;04.01.2017;2017;01;07;Keskiviikko;0;2;2
625;04.01.2017;2017;01;08;Keskiviikko;7;3;10
625;04.01.2017;2017;01;09;Keskiviikko;6;5;11
625;04.01.2017;2017;01;10;Keskiviikko;0;2;2
625;04.01.2017;2017;01;11;Keskiviikko;0;2;2
625;04.01.2017;2017;01;12;Keskiviikko;1;0;1
625;04.01.2017;2017;01;13;Keskiviikko;2;4;6
625;04.01.2017;2017;01;14;Keskiviikko;1;1;2
625;04.01.2017;2017;01;15;Keskiviikko;1;0;1
625;04.01.2017;2017;01;16;Keskiviikko;2;4;6
625;04.01.2017;2017;01;17;Keskiviikko;4;5;9
