MittausID;Pvm;Vuosi;Kuukausi;Tunti;Viikonpäivä;PP_1;PP_2;PP_YHT;JK_1;JK_2;JK_YHT
109;23.06.2014;2014;06;00;Maanantai;0;0;0;1;1;2
109;23.06.2014;2014;06;01;Maanantai;0;0;0;0;0;0
109;23.06.2014;2014;06;02;Maanantai;0;0;0;0;1;1
109;23.06.2014;2014;06;03;Maanantai;0;0;0;0;0;0
109;23.06.2014;2014;06;04;Maanantai;0;0;0;0;0;0
109;23.06.2014;2014;06;05;Maanantai;0;0;0;2;1;3
109;23.06.2014;2014;06;06;Maanantai;0;0;0;2;0;2
109;23.06.2014;2014;06;07;Maanantai;0;0;0;2;2;4
109;23.06.2014;2014;06;08;Maanantai;0;0;0;1;3;4
109;23.06.2014;2014;06;09;Maanantai;0;0;0;3;6;9
109;23.06.2014;2014;06;10;Maanantai;3;1;4;6;4;10
109;23.06.2014;2014;06;11;Maanantai;16;17;33;5;9;14
109;23.06.2014;2014;06;12;Maanantai;14;25;39;5;4;9
109;23.06.2014;2014;06;13;Maanantai;21;16;37;2;5;7
109;23.06.2014;2014;06;14;Maanantai;30;23;53;4;6;10
109;23.06.2014;2014;06;15;Maanantai;53;40;93;7;3;10
109;23.06.2014;2014;06;16;Maanantai;70;36;106;3;5;8
109;23.06.2014;2014;06;17;Maanantai;28;26;54;7;7;14
109;23.06.2014;2014;06;18;Maanantai;11;17;28;8;13;21
109;23.06.2014;2014;06;19;Maanantai;8;14;22;5;7;12
109;23.06.2014;2014;06;20;Maanantai;14;6;20;1;3;4
109;23.06.2014;2014;06;21;Maanantai;13;6;19;5;2;7
109;23.06.2014;2014;06;22;Maanantai;4;10;14;1;1;2
109;23.06.2014;2014;06;23;Maanantai;2;4;6;0;0;0
109;24.06.2014;2014;06;00;Tiistai;0;0;0;10;3;13
109;24.06.2014;2014;06;01;Tiistai;0;0;0;0;0;0
109;24.06.2014;2014;06;02;Tiistai;3;1;4;0;0;0
109;24.06.2014;2014;06;03;Tiistai;0;0;0;0;1;1
109;24.06.2014;2014;06;04;Tiistai;1;0;1;0;0;0
109;24.06.2014;2014;06;05;Tiistai;7;9;16;2;2;4
109;24.06.2014;2014;06;06;Tiistai;13;37;50;1;2;3
109;24.06.2014;2014;06;07;Tiistai;38;74;112;2;4;6
109;24.06.2014;2014;06;08;Tiistai;14;46;60;3;5;8
109;24.06.2014;2014;06;09;Tiistai;8;19;27;2;1;3
109;24.06.2014;2014;06;10;Tiistai;5;15;20;5;4;9
109;24.06.2014;2014;06;11;Tiistai;11;6;17;0;2;2
109;24.06.2014;2014;06;12;Tiistai;4;28;32;1;5;6
109;24.06.2014;2014;06;13;Tiistai;32;15;47;2;1;3
109;24.06.2014;2014;06;14;Tiistai;22;30;52;3;5;8
109;24.06.2014;2014;06;15;Tiistai;44;40;84;1;3;4
109;24.06.2014;2014;06;16;Tiistai;55;62;117;5;7;12
109;24.06.2014;2014;06;17;Tiistai;41;31;72;3;6;9
109;24.06.2014;2014;06;18;Tiistai;28;17;45;7;3;10
109;24.06.2014;2014;06;19;Tiistai;15;15;30;6;9;15
109;24.06.2014;2014;06;20;Tiistai;12;12;24;4;5;9
109;24.06.2014;2014;06;21;Tiistai;14;11;25;6;3;9
109;24.06.2014;2014;06;22;Tiistai;3;22;25;4;1;5
109;24.06.2014;2014;06;23;Tiistai;1;1;2;0;0;0
109;25.06.2014;2014;06;00;Keskiviikko;6;2;8;0;0;0
109;25.06.2014;2014;06;01;Keskiviikko;1;0;1;0;0;0
109;25.06.2014;2014;06;02;Keskiviikko;4;4;8;0;0;0
109;25.06.2014;2014;06;03;Keskiviikko;0;2;2;0;0;0
109;25.06.2014;2014;06;04;Keskiviikko;4;0;4;0;0;0
109;25.06.2014;2014;06;05;Keskiviikko;9;9;18;2;1;3
